LithologyCode,LithNumber,OldIDNumber,,LAT,NS,LONG,EW,Continent,Country,,GeogComments,LMU,Period,Series,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso
C,133,C818,,40,N,82,E,Asia,China,,Tarim and Xinjiang:Tarim Platform,Upper,Carboniferous,Mississippian,(C 1-2),,Coals,,,Bing Hu et al.(1969),
C,134,C819,,46.5,N,83.5,E,Asia,China,,"Tarim and Xinjiang:Emin,Xinjiang",Middle,Carboniferous,Mississippian,Visean,,Coals,Nanlinkala,,Wu(1991),
C,135,C820,,47.5,N,87.5,E,Asia,China,,"Tarim and Xinjiang:Aletai,Xinjiang",Middle,Carboniferous,Mississippian,Visean,,Coals,Nanlinkala,,Wu(1991),
C,136,C821,,47.1,N,82.9,E,Asia,China,,"Tarim and Xinjiang:Jinhe,Xinjiang",Middle,Carboniferous,Mississippian,Visean,,Coals,Nanlinkala,,Wu(1991),
C,137,C822,,44.6,N,82.9,E,Asia,China,,"Tarim and Xinjiang:Jinhe,Xinjiang",Middle,Carboniferous,Mississippian,Visean,,Coals,Meilukahe,,"Li Rui-shen,Gu Gu-shen(1994)",
C,138,C823,,37,N,96,E,Asia,China,,Chaidam:Huaitoutala,Middle,Carboniferous,Mississippian,,,Coals,Huaitoutala,,"The Stratagraphic Team of the Qilianshan, Academia Sinica(1958)",
C,139,C824,,41,N,95,E,Asia,China,,Chaidam:Beishan,Middle,Carboniferous,Mississippian,,,Coals,Choniukou,,"The Stratagraphic Team of the Qilianshan, Academia Sinica(1958)",
C,140,C825,,39,N,109,E,Asia,China,,Chaidam:Sunan,Middle,Carboniferous,Mississippian,,,Coals,Choniukou,,"The Stratagraphic Team of the Qilianshan, Academia Sinica(1958)",
C,141,C826,,31.3,N,96.6,E,Asia,China,,Xizang:Jiangda,Middle,Carboniferous,Mississippian,Visean,,Coals,Machala,,Li et al.(1994),
C,142,C827,,31.8,N,97,E,Asia,China,,Xizang:Leiwuqi,Middle,Carboniferous,Mississippian,,,Coals,Machala,,The Qinghai-Tibet Plateau Exhibition Team(1984),
C,143,C828,,30,N,90,E,Asia,China,,"Xizang:Tanggula Shan,Tanggula subreg,Qiangtang reg(Tbl 2),Qamdo subreg, Qiantang reg(Tbl 3),Tibet",L-M-U,Carboniferous,Mississippian,,,Coals,,,"Taner,Meyerhoff(1990)",
C,144,C829,,32,N,96,E,Asia,China,,Xizang:Changdu,Middle,Carboniferous,Mississippian,Visean,,Coals,Machala,,"Tan Yue-yan,Wei Zhen-sheng(1987) and Yang Jing-zhi et al.(1982)",
C,145,C830,,30,N,98,E,Asia,China,,Xizang:Mangkang-Zhuogong,Lower,Carboniferous,Mississippian,,,Coals,,,Wang Zhen-ji(1990),
C,146,C831,,33,N,95,E,Asia,China,,Xizang:Zaduo,Lower,Carboniferous,Mississippian,Visean,,Coals,,,Wang Zhen-ji(1990),
C,147,C832,,34,N,92,E,Asia,China,,Xizang:Yanshiping,Middle,Carboniferous,Mississippian,Visean,,Coals,,,Wang Hong-zhen(1985),
C,148,C833,,32,N,96,E,Asia,China,,Xizang:Tinqing,Middle,Carboniferous,Mississippian,Visean,,Coals,,coal field,Fang Ying-nian(1988),
C,149,C834,,36,N,105,E,Asia,China,,N. China:Jingyuan,Middle,Carboniferous,Mississippian,Visean,,Coals,Choniukou,,Yang Jing-zhi et al.(1982),
C,150,C835,,46,N,128,E,Asia,China,,N. China:Yangshan,Lower,Carboniferous,Mississippian,,,Coals,,,Wang Hong-zhen(1985),
C,151,C836,,32,N,115.7,E,Asia,China,,"N. China:Shangcheng-Gushi,Henan Province",Middle,Carboniferous,Mississippian,Visean,,Coals,Yangshan,,"Wu Xiu-yuan,Zhao Xiu-gu(1982) and Guan Shi-cong et al.(1984)",
C,152,C837,,46.3,N,132.2,E,Asia,China,,"N. China:Baoqing,Heilongjiang",Middle,Carboniferous,Mississippian,Visean,,Coals,Xiaomeiyao,,Li et al.(1994),
C,153,C838,,42.9,N,126,E,Asia,China,,"N. China:Panshi,Jilin",Middle,Carboniferous,Mississippian,Visean,,Coals,Luquantun,,Li et al.(1994),
C,154,C839,,36.7,N,104.8,E,Asia,China,,"N. China:Jingyuan,Gansu",Middle,Carboniferous,Mississippian,Visean,,Coals,Chouniugou,,The Gansu Regional Geological Survey Team(1987),
C,155,C840,,37.1,N,104,E,Asia,China,,"N. China:Jingtai,Gansu",Middle,Carboniferous,Mississippian,Visean,,Coals,Chouniugou,,Li et al.(1994),
C,156,C841,,38.4,N,100.8,E,Asia,China,,"N. China:Minle,Gansu",Middle,Carboniferous,Mississippian,Visean,,Coals,Chouniugou,,Li et al.(1994),
C,157,C842,,38.9,N,100.4,E,Asia,China,,"N. China:Zhangye,Gasu",Middle,Carboniferous,Mississippian,Visean,,Coals,Chouniugou,,Li et al.(1994),
C,158,C843,,37.3,N,101.6,E,Asia,China,,"N. China:Menyuan,Qinghai",Middle,Carboniferous,Mississippian,Visean,,Coals,Chouniugou,,Li et al.(1994),
C,159,C844,,27,N,111,E,Asia,China,,S. China:Xinhua-Lianyuan-Shaoyang-Shangfeng-Xiangxiang area of Hunan Province,Middle,Carboniferous,Mississippian,Visean,,Coals,Chaishui,,Yang Jing-zhi et al.(1982),
C,160,C844.1,,28,N,112,E,Asia,China,,S. China:Xinhua-Lianyuan-Shaoyang-Shangfeng-Xiangxiang area of Hunan Province,Middle,Carboniferous,Mississippian,Visean,,Coals,Chaishui,,Yang Jing-zhi et al.(1982),
C,161,C845,,30,N,120,E,Asia,China,,S. China:Hangzhou,Middle,Carboniferous,Mississippian,Visean,,Coals,Yejiatang,,Yang Jing-zhi et al.(1982),
C,162,C846,,25,N,114,E,Asia,China,,S. China:Shaoquan,Middle,Carboniferous,Mississippian,Visean,,Coals,Fuyungshan,,"Wu,Zhao(1982)",
C,163,C847,,25,N,109,E,Asia,China,,S. China:Locheng,Middle,Carboniferous,Mississippian,Visean,,Coals,Szumen,,"Wu,Zhao(1982)",
C,164,C848,,25,N,103,E,Asia,China,,S. China:Yiliang,Middle,Carboniferous,Mississippian,Visean,,Coals,Wanshoushan,,"Wu,Zhao(1982)",
C,165,C849,,29,N,116.5,E,Asia,China,,S. China:Shanghang-Yongding area,Middle,Carboniferous,Mississippian,,,Coals,Linde,,The Compiling Group of the Regional Stratgraphic Chart of Fujian(1979),
C,166,C850,,26,N,117,E,Asia,China,,S. China:Qingliu,Middle,Carboniferous,Mississippian,,,Coals,Linde,,The Compiling Group of the Regional Stratgraphic Chart of Fujian(1979),
C,167,C851,,33.5,N,110,E,Asia,China,,S. China:Shanyang,Middle,Carboniferous,Mississippian,,,Coals,Eruthe,,Wang Zhen-ji(1990),
C,168,C852,,30,N,102,E,Asia,China,,S. China:Kangding,Middle,Carboniferous,Mississippian,,,Coals,Changyanwo,,Wang Zhen-ji(1990),
C,169,C853,,26,N,107,E,Asia,China,,S. China:Huishui,Middle,Carboniferous,Mississippian,,,Coals,Xaingbai,,Wang Zhen-ji(1990),
C,170,C854,,29,N,117,E,Asia,China,,S. China:Kaihua,Middle,Carboniferous,Mississippian,,,Coals,Yejiatang,,Wang Zhen-ji(1990),
C,171,C855,,30.5,N,114.5,E,Asia,China,,S. China:Wushan,Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,172,C856,,28,N,113.5,E,Asia,China,,S. China:Liuyang-Liling-Zhuzhou-Changsha area,Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,173,C857,,25,N,11,E,Asia,China,,S. China:Ningyuan-Jisngyong,Middle,Carboniferous,Mississippian,,,Coals,Chaishui,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,174,C857.1,,26,N,112,E,Asia,China,,S. China:Ningyuan-Jisngyong,Middle,Carboniferous,Mississippian,,,Coals,Chaishui,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,175,C858,,24,N,108,E,Asia,China,,S. China:Huanjiang-Locheng-Liuzhou,Middle,Carboniferous,Mississippian,,,Coals,Szumen,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,176,C858.1,,25,N,109,E,,,,,,,,,,,,,,
C,177,C859,,25.5,N,113,E,Asia,China,,S. China:Guiyang-Yizhang,Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,178,C860,,23,N,111.5,E,Asia,China,,S. China:Loding,Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,179,C861,,22,N,110,E,Asia,China,,S. China:Lianjiang-Hepu,Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,180,C862,,24,N,114,E,Asia,China,,"S. China:Tuechang-Qijiang,Wengyuan",Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,181,C863,,23,N,113,E,Asia,China,,S. China:Kaoxiao-Kaoche-Huaxian,Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,182,C864,,23,N,114,E,Asia,China,,S. China:Huiyang,Lower,Carboniferous,Mississippian,,,Coals,,,The Compiling Group of the Regional Stratgraphic Chart of central-South China(1974),
C,183,C865,,32,N,119,E,Asia,China,,S. China:Jurong,Lower,Carboniferous,Mississippian,,,Coals,,,Li Han-ming(1989),
C,184,C866,,25.25,N,108,E,Asia,China,,S. China:Huanjing-Libo,Lower,Carboniferous,Mississippian,,,Coals,Szumen,,Tang Zhong-wei(1991),
C,185,C867,,25,N,103,E,Asia,China,,"S. China:Yiliang Coal Field,eastern Yunnan",Middle,Carboniferous,Mississippian,,,Coals,Wanshoushan,,Beijing Acad. Coal Sci.(1959),
C,186,C868,,24.7,N,103.2,E,Asia,China,,"S. China:Lunan,Yunnan",Middle,Carboniferous,Mississippian,Visean,,Coals,Wanshoushan,,Li et al.(1994),
C,187,C869,,25.5,N,103.2,E,Asia,China,,"S. China:Xundian,Yunnan",Middle,Carboniferous,Mississippian,Visean,,Coals,Wanshoushan,,Li et al.(1994),
C,188,C870,,25.6,N,103.8,E,Asia,China,,"S. China:Zhanyi,Yunnan",Middle,Carboniferous,Mississippian,Visean,,Coals,Wanshoushan,,Li et al.(1994),
C,189,C871,,25.3,N,103,E,Asia,China,,"S. China:Songming,Yunnan",Middle,Carboniferous,Mississippian,Visean,,Coals,Wanshoushan,,Bureau of Geology and Mineral Resources of Yunnan Province(1990),
C,190,C872,,27.3,N,103.7,E,Asia,China,,"S. China:Zhaotong,Yunnan",Middle,Carboniferous,Mississippian,Visean,,Coals,Wanshoushan,,Bureau of Geology and Mineral Resources of Yunnan Province(1990),
C,191,C873,,26.8,N,104.2,E,Asia,China,,"S. China:Weining,Guizhou",Middle,Carboniferous,Mississippian,Visean,,Coals,Wanshoushan,,Bureau of Geology and Mineral Resources of Yunnan Province(1990),
C,192,C874,,27.6,N,111.4,E,Asia,China,,"S. China:Lengshuijiang,Hunan",Middle,Carboniferous,Mississippian,Visean,,Coals,Datang,,Bureau of Geology and Mineral Resources of Hunan Province(1988),
C,193,C875,,27,N,113.3,E,Asia,China,,"S. China:Youxian,Hunan",Middle,Carboniferous,Mississippian,Visean,,Coals,Datang,,Bureau of Geology and Mineral Resources of Hunan Province(1988),
C,194,C876,,30.1,N,111.7,E,Asia,China,,"S. China:Songzi,Hubei",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Fong Shan-nan et al.(1984),
C,195,C877,,30.3,N,111.4,E,Asia,China,,"S. China:Yidu,Hubei",Middle,Carboniferous,Mississippian,Visean,,Coals,Changyang,,Fong Shan-nan et al.(1984),
C,196,C878,,30.5,N,114,E,Asia,China,,"S. China:Wuhan,Hubei",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Hubei Province(1990),
C,197,C879,,31,N,119.9,E,Asia,China,,"S. China:Changxing,Zhejiang",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Hubei Province(1990),
C,198,C880,,30.9,N,119.4,E,Asia,China,,"S. China:Guangde,Anhui",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Hubei Province(1990),
C,199,C881,,31.7,N,118.3,E,Asia,China,,"S. China:Hexian,Anhui",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Anhui Province(1987),
C,200,C882,,31.7,N,118.1,E,Asia,China,,"S. China:Hanshan,Anhui",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Anhui Province(1987),
C,201,C883,,31.5,N,117.8,E,Asia,China,,"S. China:Chaoxian,Anhui",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Anhui Province(1987),
C,202,C884,,31.2,N,117.9,E,Asia,China,,"S. China:Wuwei,Anhui",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Anhui Province(1987),
C,203,C885,,30.3,N,116.6,E,Asia,China,,"S. China:Huaining,Anhui",Middle,Carboniferous,Mississippian,Visean,,Coals,Kaolishan,,Bureau of Geology and Mineral Resources of Anhui Province(1987),
C,204,C886,,26.9,N,114.2,E,Asia,China,,"S. China:Yongxin,Jiangxi",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Li et al.(1994),
C,205,C887,,28.2,N,116.8,E,Asia,China,,"S. China:Yujiang,Jiangxi",Middle,Carboniferous,Mississippian,Visean,,Coals,Zishan,,Bureau of Geology and Mineral Resources of Jiangxi Province(1984),
C,206,C888,,28.2,N,116.6,E,Asia,China,,"S. China:Shuangfong,Jiangxi",Middle,Carboniferous,Mississippian,Visean,,Coals,Zishan,,Li et al.(1994),
C,207,C889,,26.4,N,115.9,E,Asia,China,,"S. China:Ningdu,Jiangxi",Middle,Carboniferous,Mississippian,Visean,,Coals,Zishan,,Li et al.(1994),
C,208,C890,,25.9,N,115.5,E,Asia,China,,"S. China:Yudu,Jiangxi",Middle,Carboniferous,Mississippian,Visean,,Coals,Zishan,,Bureau of Geology and Mineral Resources of Jiangxi Province(1984),
C,209,C891,,25.8,N,116.3,E,Asia,China,,"S. China:Changding,Fujian",Middle,Carboniferous,Mississippian,,,Coals,Lindi,,Li et al.(1994),
C,210,C892,,24.9,N,109.9,E,Asia,China,,"S. China:Yongfu,Guangxi",Middle,Carboniferous,Mississippian,,,Coals,Simen,,Bureau of Geology and Mineral Resources of Guangxi Province(1985),
C,211,C893,,24.5,N,109.7,E,Asia,China,,"S. China:Luzai,Guangxi",Middle,Carboniferous,Mississippian,,,Coals,Simen,,Bureau of Geology and Mineral Resources of Guangxi Province(1985),
C,212,C894,,25.6,N,110.7,E,Asia,China,,"S. China:Xingan,Guangxi ",Middle,Carboniferous,Mississippian,,,Coals,Zimen,,unpublished information,
C,213,C895,,25,N,111.1,E,Asia,China,,"S. China:Quanzhou,Guangxi",Middle,Carboniferous,Mississippian,,,Coals,Zimen,,unpublished information,
C,214,C896,,24.6,N,110.7,E,Asia,China,,"S. China:Pingle,Guangxi",Middle,Carboniferous,Mississippian,,,Coals,Zimen,,unpublished information,
C,215,C897,,24.5,N,111.3,E,Asia,China,,"S. China:Zhongshan,Guangxi",Middle,Carboniferous,Mississippian,,,Coals,Zimen,,unpublished information,
C,216,C898,,24.8,N,110.8,E,Asia,China,,"S. China:Gongcheng,Guangxi",Middle,Carboniferous,Mississippian,,,Coals,Zimen,,unpublished information,
C,217,C899,,24.3,N,114.4,E,Asia,China,,"S. China:Lianping,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Zhang et al.(1993),
C,218,C900,,22.1,N,111.7,E,Asia,China,,"S. China:Yangchun,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Zhang et al.(1993),
C,219,C901,,22.5,N,114.1,E,Asia,China,,"S. China:Shenzhen,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Zhang et al.(1993),
C,220,C902,,23.7,N,114.1,E,Asia,China,,"S. China:Longmen,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Zhang et al.(1993),
C,221,C903,,24.4,N,112.6,E,Asia,China,,"S. China:Yangshan,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Zhang et al.(1993),
C,222,C904,,24.4,N,114.9,E,Asia,China,,"S. China:Heping,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Li et al.(1994),
C,223,C905,,23.7,N,114.6,E,Asia,China,,"S. China:Heyuan,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Li et al.(1994),
C,224,C906,,23.9,N,115.7,E,Asia,China,,"S. China:Wuhua,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Li et al.(1994),
C,225,C907,,24.6,N,115.8,E,Asia,China,,"S. China:Pingyuan,Guangdong",Middle,Carboniferous,Mississippian,,,Coals,Zhongxing,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,226,C908,,24.6,N,113.5,E,Asia,China,,"S. China:Qujiang,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Li et al.(1994),
C,227,C909,,25.1,N,113.7,E,Asia,China,,"S. China:Renhua,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Li et al.(1994),
C,228,C910,,22.2,N,112.2,E,Asia,China,,"S. China:Enping,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,229,C911,,24.8,N,113.6,E,Asia,China,,"S. China:Shaoguan,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,230,C912,,24.1,N,113.3,E,Asia,China,,"S. China:Yindge,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,231,C913,,23,N,113.1,E,Asia,China,,"S. China:Nanhai,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,232,C914,,24.7,N,113.2,E,Asia,China,,"S. China:Luyuan,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,233,C915,,24.7,N,112.3,E,Asia,China,,"S. China:Lianxian,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,234,C916,,23,N,112.4,E,Asia,China,,"S. China:Zhaoqing,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,235,C917,,22.8,N,112.8,E,Asia,China,,"S. China:Gaomin,Guangdong",Middle,Carboniferous,Mississippian,Visean,,Coals,Cheshui,,Bureau of Geology and Mineral Resources of Guangdong Province(1988),
C,236,C918,,52,N,74,E,Asia,C. I. S.(fm USSR),,Teniz-Korzhankul Basin,Upper,Carboniferous,Mississippian,,,Coals,,,Petroconsultants(1977),
C,237,C919,,52,N,76,E,Asia,C. I. S.(fm USSR),,Ekibastuz,Upper,Carboniferous,Mississippian,Namurian,,Coals,Karaganda Series,,Petroconsultants(1977),
C,238,C920,,51,N,73,E,Asia,C. I. S.(fm USSR),,Akzhar,Upper,Carboniferous,Mississippian,,,Coals,,,Petroconsultants(1977),
C,239,C921,,50,N,73,E,Asia,C. I. S.(fm USSR),,"Borlin,Karaganda Basin",Upper,Carboniferous,Mississippian,Namurian,,Coals,Karaganda Series,,Petroconsultants(1977),
C,240,C922,,50,N,74,E,Asia,C. I. S.(fm USSR),,Kuu-Cheko,Upper,Carboniferous,Mississippian,,,Coals,,,Petroconsultants(1977),
C,241,C923,,53,N,91,E,Asia,C. I. S.(fm USSR),,Minusinsk Basin,Upper,Carboniferous,Mississippian,,,Coals,Khakasskiy Group,,Petroconsultants(1977),
C,242,C924,,53.5,N,69.5,E,Asia,C. I. S.(fm USSR),,Kokchetav Coalfield,M - U,Carboniferous,Mississippian,upper Visean/Namurian,,Coals,Karagandinska Suite,,The Rijks Geologische Dienst(1982),
C,243,C925,,50.5,N,71,E,Asia,C. I. S.(fm USSR),,Tselinograd area,M - U,Carboniferous,Mississippian,"upper Visean/Namurian,(Visean)",,Coals,"Karagandinska Suite,(Ashlyarikskaya Suite)",,The Rijks Geologische Dienst(1982),
C,244,C926,,52.5,N,71.5,E,Asia,C. I. S.(fm USSR),,Yablonov Coalfield,Middle,Carboniferous,Mississippian,Visean,,Coals,Ashlyarikskaya Suite,,The Rijks Geologische Dienst(1982),
C,245,C927,,53,N,71.5,E,Asia,C. I. S.(fm USSR),,Koksengir Coalfield,M - U,Carboniferous,Mississippian,upper Visean/Namurian,,Coals,Karagandinska Suite,,The Rijks Geologische Dienst(1982),
C,246,C928,,50,N,72,E,Asia,C. I. S.(fm USSR),,Zavyalovskoye Coalfield,Middle,Carboniferous,Mississippian,Visean,,Coals,"Ashlyarikskaya Suite,Karagandinskaya Suite",,The Rijks Geologische Dienst(1982),
C,247,C929,,7,N,72,E,Asia,C. I. S.(fm USSR),,Samarskoye Coalfield,Middle,Carboniferous,Mississippian,Visean,,Coals,"Ashlyarikskaya Suite,Karagandinskaya Suite",,The Rijks Geologische Dienst(1982),
C,248,C930,,52,N,72.5,E,Asia,C. I. S.(fm USSR),,Tamsor Coalfield,M - U,Carboniferous,Mississippian,upper Visean/Namurian,,Coals,Karagandinska Suite,,The Rijks Geologische Dienst(1982),
C,249,C931,,52,N,75,E,Asia,C. I. S.(fm USSR),,"Karaganda Basin,(Ekibastum Basin)",M - U,Carboniferous,Mississippian,"Visean and Visean/Namurian,(Visean)",,Coals,"Ashlyarikskaya and Karagandinskaya,(Ashlyar. and Karagan.)",,The Rijks Geologische Dienst(1982),
C,250,C932,,51,N,76.5,E,Asia,C. I. S.(fm USSR),,Zhamantuz Coalfield,M - U,Carboniferous,Mississippian,Visean/Namurian,,Coals,Karagandinska Suite,,The Rijks Geologische Dienst(1982),
C,251,C933,,52,N,74.5,E,Asia,C. I. S.(fm USSR),,Koytas Coalfield,M - U,Carboniferous,Mississippian,Visean/Namurian,,Coals,Karagandinska Suite,,The Rijks Geologische Dienst(1982),
C,252,C963,,50,N,72,E,Asia,C. I. S.(fm USSR),,Zavyalovskoye Coalfield,Middle,Carboniferous,Mississippian,Visean,,Coals,"Tentekskaya,Nadkaragandinskaya Suites",,The Rijks Geologische Dienst(1982),
C,253,C964,,50,N,72,E,Asia,C. I. S.(fm USSR),,Samarskoye Coalfield,Middle,Carboniferous,Mississippian,Visean,,Coals,"Tentekskaya,Nadkaragandinskaya Suites",,The Rijks Geologische Dienst(1982),
C,254,C965,,50,N,73,E,Asia,C. I. S.(fm USSR),,Karaganda Basin,M - U,Carboniferous,Mississippian,Visean/Namurian,,Coals,"Tentekskaya,Nadkaragandinskaya Suites",,The Rijks Geologische Dienst(1982),
C,255,C966,,52,N,75,E,Asia,C. I. S.(fm USSR),,Ekibastum Basin,Middle,Carboniferous,Mississippian,Visean,,Coals,Nadkaragandinskaya Suite,,The Rijks Geologische Dienst(1982),
C,256,C966.1,,57,N,60.5,E,Asia,C. I. S.(fm USSR),,Ekaterinburg District,M - U,Carboniferous,Mississippian,,,Coals,Altnai Deposit,,Stukalova et al.(2000),
C,257,C935,,31,N,77,E,Asia,India,,Spiti,Middle,Carboniferous,Mississippian,Visean,,Coals,Thabo,"(cite coal lenses ""all along the Tethys Himalaya"")","Garzanti et al.(1996) (Garzanti et al.,(1998)",
C,258,C936,,47,N,92,E,Asia,Mongolia,,northern Altai,L - M - U,Carboniferous,Mississippian,,,Coals,,,"Marinov,Cherepovskiy(1969)",
C,259,C937,,17.5,N,102,E,Asia,Thailand,,Na Duang Coal Mine,M - U,Carboniferous,Mississippian,late Visean-early Namurian,,Coals,,tentatively assign the flora to late Visean-early Namurian,Laveine et al.(1994),
C,260,C938,,-33,S,152,E,Australia,New South Wales,,Hunter Valley,Middle,Carboniferous,Mississippian,Visean,,Coals,,,Rattigan(1964),
C,261,C939,,-13,S,143,E,Australia,Queensland,,"Pascoe River District,Cape York Peninsula",Middle,Carboniferous,Mississippian,,,Coals,(Pascoe River Beds),,"Petroconsultants(1977)(Day et al.,1983)",see also Carr(1975)
C,262,C940,,43.5,N,28.5,E,Europe,Bulgaria,,Dobrudza Coalfield,Middle,Carboniferous,Mississippian,Visean,,Coals,,,The Rijks Geologische Dienst(1982),
C,263,C941,,57,N,55,E,Europe,C. I. S.(fm USSR),,Kama Basin extending. on the west slope of the Urals frm the central to the southern Urals,Middle,Carboniferous,Mississippian,,,Coals,,,"Gorsky et al.(1967, sheet 8)",
C,264,C942,,54,N,49,E,Europe,C. I. S.(fm USSR),,Kama Basin extending. on the west slope of the Urals frm the central to the southern Urals,Middle,Carboniferous,Mississippian,,,Coals,,,"Gorsky et al.(1967, sheet 8)",
C,265,C943,,55,N,33,E,Europe,C. I. S.(fm USSR),,Moscow Basin,Middle,Carboniferous,Mississippian,,,Coals,,,"Gorsky et al.(1967, sheet 8)",
C,266,C944,,58,N,34,E,Europe,C. I. S.(fm USSR),,Moscow Basin,Middle,Carboniferous,Mississippian,,,Coals,,,"Gorsky et al.(1967, sheet 7)",
C,267,C945,,54,N,34,E,Europe,C. I. S.(fm USSR),,Moscow Basin,Middle,Carboniferous,Mississippian,,,Coals,,,"Gorsky et al.(1967, sheet 7)",
C,268,C946,,54,N,41,E,Europe,C. I. S.(fm USSR),,Moscow Basin,Middle,Carboniferous,Mississippian,,,Coals,,,"Gorsky et al.(1967, sheet 7)",
C,269,C947,,50,N,24,E,Europe,C. I. S.(fm USSR),,Lvov-Volhynian Basin,Middle,Carboniferous,Mississippian,,,Coals,,,"Gorsky et al.(1967, sheet 7)",
C,270,C948,,52,N,22,E,Europe,C. I. S.(fm USSR),,central pt of the Russian Platform frm the central and southern Urals,Middle,Carboniferous,Mississippian,Visean,,Coals,,,"Gorsky et al.(1967, sheet 11)",
C,271,C949,,51,N,23,E,Europe,C. I. S.(fm USSR),,central pt of the Russian Platform frm the central and southern Urals,Middle,Carboniferous,Mississippian,Visean,,Coals,,,"Gorsky et al.(1967, sheet 11)",
C,272,C950,,81,N,50,E,Europe,C. I. S.(fm USSR),,Franz Josef Land,Middle,Carboniferous,Mississippian,Visean,,Coals,,,"Heafford(1988, p. 100)","see also Dibner,Krylova(1965)"
C,273,C951,,63,N,58,E,Europe,C. I. S.(fm USSR),,Shugor Vuktyl,Middle,Carboniferous,Mississippian,Visean,,Coals,,,Petroconsultants(1977),"see also Gorsky et al., 1967, sheet 4"
C,274,C952,,59,N,58,E,Europe,C. I. S.(fm USSR),,Kizel Coalfield,Middle,Carboniferous,Mississippian,Visean,,Coals,,,Petroconsultants(1977),"see also Gorsky et al., 1967, sheet 8"
C,275,C953,,58,N,58,E,Europe,C. I. S.(fm USSR),,Chusovskoy,Middle,Carboniferous,Mississippian,Visean,,Coals,,,Petroconsultants(1977),
C,276,C954,,58,N,62,E,Europe,C. I. S.(fm USSR),,Makhnevo,Middle,Carboniferous,Mississippian,Visean,,Coals,,,Petroconsultants(1977),
